ID,brand,c__productCategory,manufacturerSKU,name__default,mainImageName(.png),imageSize(pixels),duplicatedManufacturerSku,comments
sdv-46dva-adp-appliance-adapter-vc-2768,DuraVent,Venting Components,46DVA-ADP,Simpson DuraVent Vermont Castings Appliance Adapter | 46DVA-ADP |,46dva-adp,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU is not searched on iBuyFireplaces.com; Not search Superior provided images because not Superior products
skytech-systems-sky-1410-a-on-off-remote-control,Skytech,Remote Controls,SKY-1410-A,Skytech Systems On/Off Remote Control | SKY-1410-A |,sky-1410-a,1000x1000,False,No product via direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU not found on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
skytech-systems-sky-3301be-lcd-remote,Skytech,Remote Controls,SKY-3301BE,Skytech Systems LCD Remote | SKY-3301BE |,sky-3301be,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU not found on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
skytech-systems-sky-3301pbe-programable-remote,Skytech,Remote Controls,SKY-3301PBE,Skytech Systems Programmable Remote | SKY-3301PBE |,sky-3301pbe,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU not found on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
superior-natural-to-propane-gas-ei-conversion-kit-gck-skt526151np,Superior,Conversion Kits,GCK-SKT526151NP,Superior Natural to Propane Gas EI Conversion Kit | GCK-SKT526151NP |,gck-skt526151np,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-natural-to-propane-gas-ei-conversion-kit-pcd-42s2,Superior,Conversion Kits,PCD-42S2,Superior Natural to Propane Gas EI Conversion Kit | PCD-42S2 |,pcd-42s2,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-natural-to-propane-gas-ei-conversion-kit-pcd-36s2,Superior,Conversion Kits,PCD-36S2,Superior Natural to Propane Gas EI Conversion Kit | PCD-36S2 |,pcd-36s2,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-propane-to-natural-gas-ei-conversion-kit-gck-skt4242pn,Superior,Conversion Kits,GCK-SKT4242PN,Superior Propane to Natural Gas EI Conversion Kit | GCK-SKT4242PN |,gck-skt4242pn,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-propane-to-natural-gas-ei-conversion-kit-ncd-42s2,Superior,Conversion Kits,NCD-42S2,Superior Propane to Natural Gas EI Conversion Kit | NCD-42S2 |,ncd-42s2,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-propane-to-natural-gas-ei-conversion-kit-ncd-36s2,Superior,Conversion Kits,NCD-36S2,Superior Propane to Natural Gas EI Conversion Kit | NCD-36S2 |,ncd-36s2,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-stainless-40-inch-surround-3-pc-surr40-ss3s,Superior,Decorative Surrounds,SURR40-SS3S,Superior Stainless 40 inch Surround - 3 pc | SURR40-SS3S |,surr40-ss3s,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-epa-fireplace-heatflo-convection-kit-epa-heatflo-kit,Superior,Heat Distribution,EPA-HEATFLO-KIT,Superior EPA Fireplace HeatFlo Convection Kit | EPA-HEATFLO-KIT |,epa-heatflo-kit,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-black-reflective-porcelain-liner-40lkdv2bp,Superior,Interior Panels,40LKDV2BP,Superior Black Reflective Porcelain Liner | 40LKDV2BP |,40lkdv2bp,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-black-reflective-porcelain-liner-45lkdv2bp,Superior,Interior Panels,45LKDV2BP,Superior Black Reflective Porcelain Liner | 45LKDV2BP |,45lkdv2bp,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-tacoma-red-herringbone-liner-eblk40tr-h,Superior,Interior Panels,EBLK40TR-H,Superior Tacoma Red Herringbone Liner | EBLK40TR-H |,eblk40tr-h,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-tacoma-red-herringbone-liner-eblk45tr-h,Superior,Interior Panels,EBLK45TR-H,Superior Tacoma Red Herringbone Liner | EBLK45TR-H |,eblk45tr-h,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-del-sol-louver-kit-del-sol,Superior,Louvers,DEL SOL,Superior Del Sol Louver Kit | DEL SOL |,del sol,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-secure-flex-horizontal-termination-kit-sf4-5ht-2,Superior,Venting Components,SF4.5HT -2,Superior Secure Flex Horizontal Termination Kit | SF4.5HT -2 |,sf4.5ht -2,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-secure-vent-corrugated-90-degree-elbow-sv8e90c,Superior,Venting Components,SV8E90C,Superior Secure Vent Corrugated 90 Degree Elbow | SV8E90C |,sv8e90c,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-secure-vent-sv4-5-to-secure-flex-adapter-sv4-5rf,Superior,Venting Components,SV4.5RF,Superior Secure Vent SV4.5 to Secure Flex Adapter | SV4.5RF |,sv4.5rf,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-wood-burning-vent-pipe-firestop-spacer-ihp-3600fs8dm,Superior,Venting Components,3600FS8DM,Superior Wood Burning Vent Pipe Firestop Spacer IHP | 3600FS8DM |,3600fs8dm,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
superior-wood-burning-vent-pipe-storm-collar-ihp-sc1,Superior,Venting Components,SC11,Superior Wood Burning Vent Pipe Storm Collar IHP | SC11 |,sc11,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU is not searched on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images due to high chance of false positives
